상호명,상권업종소분류명,시군구명,행정동명,지번주소,도로명주소,경도,위도
디케이리,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1165,제주특별자치도 제주시 동문로 20,126.528798,33.512858
와흘을그리다,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 와흘리 165-40,제주특별자치도 제주시 조천읍 남조로 2213,126.660455,33.462691
토산부부,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 토산리 383-3,제주특별자치도 서귀포시 표선면 토산중앙로16번길 19,126.781866,33.308887
고산2리복지회신수카페,카페,제주시,한경면,제주특별자치도 제주시 한경면 고산리 451-4,제주특별자치도 제주시 한경면 고락로 180-6,126.198424,33.302706
열리,카페,제주시,오라동,제주특별자치도 제주시 오라일동 1088-3,제주특별자치도 제주시 신성로 6,126.520498,33.495615
날쌘카페제주,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1066-9,제주특별자치도 제주시 남광북3길 7,126.535246,33.494517
가을남자의커피향기,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 1212-1,제주특별자치도 제주시 애월읍 고내안길 28,126.334798,33.465933
봉꾸라주,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 152-3,제주특별자치도 서귀포시 신서로48번길 5,126.505777,33.254286
모슬포정미소,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 876-1,제주특별자치도 서귀포시 대정읍 하모중앙로 57-3,126.252402,33.222988
재클린디저트모슬포점,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 2126-8,제주특별자치도 서귀포시 대정읍 최남단해안로 26-1,126.252003,33.218144
안녕구움,카페,제주시,한경면,제주특별자치도 제주시 한경면 고산리 2726-1,제주특별자치도 제주시 한경면 고산로 49,126.179094,33.305402
율커피,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 2364-1,제주특별자치도 서귀포시 남원읍 태위로 507,126.70137,33.27526
이룸,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 408-7,제주특별자치도 제주시 고마로 140,126.54262,33.502199
잔디공장,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 신산리 1073-9,제주특별자치도 서귀포시 성산읍 일주동로5154번길 5,126.873288,33.377429
수상한언니들,카페,제주시,화북동,제주특별자치도 제주시 화북일동 1973-20,제주특별자치도 제주시 진남로6길 20,126.565828,33.520486
모멘터리커피,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 김녕리 1241-1,제주특별자치도 제주시 구좌읍 김녕로17길 14,126.753721,33.556452
지금;여기,카페,서귀포시,천지동,제주특별자치도 서귀포시 서귀동 302-13,제주특별자치도 서귀포시 중앙로89번길 14,126.559046,33.252413
델문도제주도립미술관점,카페,제주시,연동,제주특별자치도 제주시 연동 680-7,제주특별자치도 제주시 1100로 2894-78,126.489694,33.452549
고토,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 구엄리 666-4,제주특별자치도 제주시 애월읍 구엄동3길 56,126.380893,33.480994
바다는김녕,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 김녕리 1270-3,제주특별자치도 제주시 구좌읍 김녕로21길 25,126.754966,33.558069
오로라공주,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 상창리 2468-4,제주특별자치도 서귀포시 안덕면 중산간서로1615번길 252-11,126.34834,33.262866
시연,카페,제주시,이호동,제주특별자치도 제주시 이호일동 1700-1,제주특별자치도 제주시 테우해안로 168,126.451728,33.49688
연출까페,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 113-5,제주특별자치도 서귀포시 남원읍 태위로 672-2,126.718168,33.278716
스트릿16,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 481-25,제주특별자치도 제주시 용두암길 16,126.512289,33.514534
벨롱,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 하도리 1893,제주특별자치도 제주시 구좌읍 해맞이해안로 1652,126.879463,33.528265
채우다제주,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1083-14,제주특별자치도 제주시 오복4길 38,126.537856,33.493535
네꼬야티하우스,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 138-13,제주특별자치도 제주시 애월읍 하귀9길 15,126.415614,33.485671
센잇,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1388-3,제주특별자치도 제주시 관덕로8길 13,126.523605,33.511918
벌크커피서귀포,카페,서귀포시,천지동,제주특별자치도 서귀포시 서귀동 330-1,제주특별자치도 서귀포시 일주동로 8717,126.557147,33.252298
맘앤맘스,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1462-2,제주특별자치도 제주시 한림읍 한림남2길 27,126.262295,33.411338
딕시,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 116-7,제주특별자치도 서귀포시 일주동로 8592,126.570248,33.254932
벳내린,카페,서귀포시,영천동,제주특별자치도 서귀포시 상효동 1039-3,제주특별자치도 서귀포시 하신상로 360,126.59954,33.286415
까사돌,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1387-2,제주특별자치도 제주시 중앙로12길 7,126.523756,33.511847
소,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 343-2,제주특별자치도 제주시 우도면 우도봉길 47,126.959658,33.493543
커피를부탁해,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 960-9,제주특별자치도 제주시 조천읍 함덕19길 3,126.669849,33.54111
여러분,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 대림리 1818-1,제주특별자치도 제주시 한림읍 한림로 702,126.264889,33.417304
메가엠지씨커피516도로점,카페,서귀포시,영천동,제주특별자치도 서귀포시 토평동 2221-10,제주특별자치도 서귀포시 516로 188,126.585705,33.270014
이면,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 금능리 1544,제주특별자치도 제주시 한림읍 금능5길 13,126.226558,33.38859
에이바우트커피정부종합,카페,제주시,이도2동,제주특별자치도 제주시 도남동 663-10,제주특별자치도 제주시 청사로 79,126.527393,33.490142
돌트멍으로드는보름,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 와흘리 1599,제주특별자치도 제주시 조천읍 와흘4길 59-1,126.631065,33.506262
게우지코지인갤러리,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 1371,제주특별자치도 서귀포시 보목포로 179,126.618543,33.244035
차달임,카페,제주시,외도동,제주특별자치도 제주시 도평동 370,제주특별자치도 제주시 우평로 71-177,126.454443,33.47914
망고블루,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 1276-1,제주특별자치도 제주시 조천읍 신북로 536-1,126.667092,33.5414
바다의별,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 동복리 1647,제주특별자치도 제주시 구좌읍 동복로 5,126.706866,33.553519
무인카페등대,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 91-18,제주특별자치도 서귀포시 남원읍 남태해안로 145,126.720468,33.277964
동백정원,카페,서귀포시,중문동,제주특별자치도 서귀포시 대포동 1048,제주특별자치도 서귀포시 이어도로343번길 117,126.446366,33.249636
커피온다,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 572-20,제주특별자치도 제주시 서광로 236,126.521564,33.499469
트리앤,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 215-6,제주특별자치도 제주시 조천읍 조함해안로 582,126.673736,33.543979
하늘정원,카페,서귀포시,서홍동,제주특별자치도 서귀포시 서홍동 445-11,제주특별자치도 서귀포시 일주동로 8718,126.556973,33.252739
에이바우트커피뷰하귀포구점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 1624-2,제주특별자치도 제주시 애월읍 하귀12길 21-2,126.408388,33.486457
잠시멈추다,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 금성리 567,제주특별자치도 제주시 애월읍 금성1길 29-1,126.299668,33.446915
블루오션,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 1290-1,제주특별자치도 제주시 우도면 우도해안길 810,126.957485,33.513431
양지,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 994-24,제주특별자치도 제주시 동문로 52,126.532144,33.513123
스나오(素直),카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 181-2,제주특별자치도 서귀포시 하신상로9번길 2,126.617362,33.261613
모네의숲,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 월림리 115-54,제주특별자치도 제주시 한림읍 저지14길 16-10,126.267994,33.339343
가온해,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 창천리 777-18,제주특별자치도 서귀포시 안덕면 난드르로 4,126.367677,33.234925
차한모금,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 평대리 2031-2,제주특별자치도 제주시 구좌읍 해맞이해안로 1108,126.837181,33.537738
디저트39제주시청,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1258-16,제주특별자치도 제주시 동광로 7,126.529861,33.501358
컴플리트커피,카페,제주시,노형동,제주특별자치도 제주시 노형동 3798-16,제주특별자치도 제주시 노형6길 21,126.47819,33.480622
추자향기,카페,제주시,추자면,제주특별자치도 제주시 추자면 대서리 144-2,제주특별자치도 제주시 추자면 추자로 42,126.295262,33.962819
카페엔이오,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 위미리 249-4,제주특별자치도 서귀포시 남원읍 태위로361번길 27,126.685325,33.2777
에이바우트커피뷰하귀점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 1624-2,제주특별자치도 제주시 애월읍 하귀12길 21-2,126.408388,33.486457
미리로,카페,제주시,이호동,제주특별자치도 제주시 이호일동 1795,제주특별자치도 제주시 테우해안로 136,126.448505,33.497623
드라마컴퍼니,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 광령리 3288,제주특별자치도 제주시 애월읍 광령서길 20-3,126.427997,33.456319
카페보리다,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1055,제주특별자치도 제주시 오복1길 17,126.533524,33.496629
카페봄봄성산점,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 고성리 1177,제주특별자치도 서귀포시 성산읍 일주동로 4224,126.911578,33.451458
리썸룸lissomroom,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 광령리 2236-1,제주특별자치도 제주시 애월읍 광성로 256-2,126.434364,33.45981
덕수선물카페,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 덕수리 2288-1,제주특별자치도 서귀포시 안덕면 덕수서로 31,126.303962,33.25351
줄라이앤어거스트,카페,제주시,한경면,제주특별자치도 제주시 한경면 조수리 2357-8,제주특별자치도 제주시 한경면 낙원로 93,126.220104,33.327773
컴포즈커피서귀포,카페,서귀포시,대륜동,제주특별자치도 서귀포시 서호동 1476-7,제주특별자치도 서귀포시 김정문화로 59-1,126.511128,33.251062
달리는커피한림점,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1113,제주특별자치도 제주시 한림읍 한림중앙로 19,126.264914,33.413012
그림책카페노란우산,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 서광리 1856-4,제주특별자치도 서귀포시 안덕면 녹차분재로 32,126.302825,33.288513
